Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	population	G7	G24	G77	EU	OECD	G20	US	G7_noUS	OECD_noUS	G20_noOECD	All	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	new_profits_3	new_profits_4	gains_3	gains_4	reallocation_0.8residual_1	reallocation_0.8residual_2	reallocation_0.2residual_1	reallocation_0.2residual_2	new_profits_5	new_profits_6	gains_5	gains_6	new_profits_7	new_profits_8	gains_7	gains_8	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_1_%gdp	gains_1_%pop	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_2_%gdp	gains_2_%pop	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_3_%gdp	gains_3_%pop	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_4_%gdp	gains_4_%pop	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_5_%gdp	gains_5_%pop	gains_6_tax	gains_6_%tot_tax	gains_6_%cit	gains_6_%gdp	gains_6_%pop	gains_7_tax	gains_7_%tot_tax	gains_7_%cit	gains_7_%gdp	gains_7_%pop	gains_8_tax	gains_8_%tot_tax	gains_8_%cit	gains_8_%gdp	gains_8_%pop
Guernsey	41.0	526312179.0	236390548.0	6903417.0	7874153.0	17476857522.0	-11779060990.0	1529.0	519271304.0	GG	2.9203439217036715										3470000000.0			Tax haven									0.0	63026.0	False	False	False	False	False	False	False	False	False	False	True					77581485.36587344	197445200.2	30879968.506631766	41917952.09013571	69825316.30663176	80863299.8901357	-166565231.69336826	-155527248.1098643	108461453.8725052	119499437.45600915	-127929094.1274948	-116891110.54399085	127047250.10730125	127047250.10730125	6175993.7013263535	8383590.418027143	210804729.17450103	213012325.89120182	-25585818.82549897	-23378222.108798176	45965466.683239415	62395731.712451875	-190425081.3167606	-173994816.28754812	-0.0			-0.0	-0.0	-0.0			-0.0	-0.0	-0.0			-0.0	-0.0	-0.0			-0.0	-0.0	-0.0			-0.0	-0.0	-0.0			-0.0	-0.0	-0.0			-0.0	-0.0	-0.0			-0.0	-0.0
Hungary	248.0	20862766507.0	6030490241.0	1278330378.0	228568927.0	32400481985.0	17607833945.0	70413.0	4139884439.0	HU	21.197785369237607						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	129144000000.0	2017.0	Europe & Central Asia	High Income	1980.0	HUN	0.3754066767357265	0.018547849674306845	0.018547849674306845	0.2482005703019571	749491.0	5.0	0.16999999920000003	9826161.5	False	False	False	True	True	False	False	False	True	False	True	48481519860.35866	2395343498.338683	2395343498.338683	32053614451.075947	1979158618.3944383	5719998908.075	1224067385.104862	1831388270.246345	1534558718.029862	2141879603.171345	-4495931522.970139	-3888610637.8286552	3203226003.4993	3810546888.6407833	-2827264237.5007	-2219943352.3592167	3241065298.08445	3241065298.08445	244813477.0209724	366277654.049269	5465037393.49986	5586501570.528156	-565452847.5001402	-443988670.4718437	1822049416.7924464	2726059014.6652913	-4208440824.207554	-3304431226.3347087	-764308355.3081784	-0.01576494213691353	-0.31908089835060105	-0.00591826453654973	-77.78300359791344	-661063805.319983	-0.013635377092633344	-0.2759787085979406	-0.005118811600383936	-67.275894592205	-480634918.1133077	-0.009913775795348015	-0.20065385964336946	-0.0037216976252346817	-48.91380200837404	-377390368.12511224	-0.007784210751067827	-0.15755166989070898	-0.002922244689068886	-38.40669300266561	-96126983.62266158	-0.0019827551590696035	-0.040130771928673904	-0.0007443395250469366	-9.782760401674812	-75478073.62502252	-0.0015568421502135668	-0.031510333978141826	-0.0005844489378137778	-7.681338600533129	-715434936.7485316	-0.014756858671287516	-0.29867738687362766	-0.005539823272846835	-72.80919784887838	-561753305.8333555	-0.011586957410810837	-0.23451889310362617	-0.004349821175070894	-57.16915052061332
Iceland	23.0	1724367391.0	-291957971.0	15270543.0	8598296.0	3570682849.0	-905649683.0	1944.0	3625229350.0	IS	-5.230390849647328						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	20304000000.0	2017.0	Europe & Central Asia	High Income	1980.0	ISL	0.3678997099544105	0.027278122384717392	0.027278122384717392	0.3338092264304521	16477.0	5.0	0.20000000300000004	333731.0	False	False	False	False	True	False	False	False	True	False	True	7469835710.914351	553854996.8993019	553854996.8993019	6777662533.443899	-95818268.73461372	-563850172.25	101172674.41752054	84250934.64157763	373064875.6675205	356143135.8915776	665022846.6675205	648101106.8915776	5354405.682906821	-11567334.093036085	297312376.6829068	280390636.90696394	-156911761.81230903	-156911761.81230903	20234534.883504108	16850186.928315528	-232495495.66341865	-235879843.61860722	59462475.33658135	56078127.38139278	150597601.61976978	125409244.78169505	442555572.6197698	417367215.78169507	133004571.32857268	0.017805555098653187	0.2401433083987408	0.006550658556371783	398.53825784411	129620223.32261887	0.017352486498896855	0.23403277761920332	0.006383974749931977	388.39731197467086	59462476.2285185	0.00796034592054501	0.10736109010736172	0.0029286089553052846	178.1748660703336	56078128.22256471	0.007507277320788682	0.1012505593278243	0.0027619251488654804	168.03392020089447	11892495.245703697	0.001592069184109002	0.02147221802147234	0.0005857217910610568	35.63497321406671	11215625.64451294	0.0015014554641577362	0.020250111865564857	0.000552385029773096	33.60678404017889	88511115.8516207	0.011849138224324672	0.15980918534118269	0.004359294515938766	265.2169437409791	83473444.40844068	0.011174736318025801	0.15071353490671358	0.004111182250218709	250.12193775358202
Ireland	443.0	346769594998.0	31390539210.0	4281307555.0	4653547858.0	394056651681.0	236340519631.0	108127.0	79843197829.0	IE	13.638846807818188						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	304499000000.0	2017.0	Europe & Central Asia	Tax haven	1980.0	IRL	0.2287082225226361	0.027915145963652955	0.027915145963652955	0.18986670707497216	13215.0	5.0	0.125	4732160.0	False	False	False	True	True	False	False	False	True	False	True	69641425049.92017	8500134030.786361	8500134030.786361	57814222437.62195	10302123663.368687	25402299372.825	20345784497.978893	12045346943.751917	26334024335.153893	18033586780.926918	-5056514874.8461075	-13356952429.073082	30647908161.34758	22347470607.120605	-742631048.65242	-9043068602.879395	16870732437.305052	16870732437.305052	4069156899.595779	2409069388.750384	31242013000.269516	29581925489.42412	-148526209.730484	-1808613720.5758781	30285117657.596508	17929746058.91138	-1105421552.403492	-13460793151.08862	-632064359.3557634	-0.009075982562141554	-0.07435934034292989	-0.002075751839433835	-133.56783358038686	-1669619053.6341352	-0.02397451017748881	-0.19642267375867203	-0.0054831676085443145	-352.82388034938276	-92828881.0815525	-0.0013329549332887886	-0.010920872629224266	-0.0003048577534952578	-19.61659814578385	-1130383575.3599243	-0.016231482548636045	-0.1329842060449664	-0.003712273522605737	-238.87264491477978	-18565776.2163105	-0.0002665909866577577	-0.0021841745258448534	-6.097155069905156e-05	-3.92331962915677	-226076715.07198477	-0.0032462965097272076	-0.026596841208993274	-0.0007424547045211471	-47.774528982955935	-138177694.0504365	-0.0019841307662987707	-0.016255942971013772	-0.0004537870208126677	-29.199708811713148	-1682599143.8860774	-0.024160894793292375	-0.19794971912112513	-0.005525795302730312	-355.566832880984
Italy	535.0	88553245318.0	3399820873.0	1543152998.0	1141739197.0	48148288366.0	13017890116.0	157598.0	21227573061.0	IT	45.38924418798343						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	1860152000000.0	2016.0	Europe & Central Asia	High Income	1980.0	ITA	0.4220589017579065	0.02089536657367722	0.02089536657367722	0.2936232703672986	213496.0	5.0	0.299200007	60674659.0	True	False	False	True	True	True	False	True	True	False	True	785093710222.7733	38868557922.75883	38868557922.75883	546183913620.2713	1115793992.3437233	1807752893.425	5195626351.978978	5326966070.134114	6787694331.553978	6919034049.709114	3387873458.553978	3519213176.709114	6311420344.322701	6442760062.477838	2911599471.3227015	3042939189.4778376	1827221504.5250216	1827221504.5250216	1039125270.3957957	1065393214.0268228	3982140767.2645407	4008408710.895568	582319894.2645407	608587837.8955679	7733796423.048867	7929298288.206192	4333975550.048867	4529477415.206192	1013651762.5144644	0.0012911220015083763	0.026078965021775036	0.0005449295339920954	16.706344612739635	1052948607.1058592	0.0013411757009326709	0.027089983868151767	0.0005660551434000335	17.354009473804528	871150582.2009486	0.0011096135032768971	0.022412732263752472	0.0004683222565687904	14.35773346828284	910447426.7923433	0.0011596672027011914	0.0234237511101292	0.0004894478659767284	15.00539832934773	174230116.4401898	0.00022192270065537955	0.004482546452750497	9.366445131375812e-05	2.8715466936565694	182089485.35846877	0.00023193344054023843	0.004684750222025844	9.788957319534575e-05	3.001079665869548	1296725514.9124498	0.001651682465453072	0.03336181181430387	0.0006971072874219149	21.371780843670663	1355219674.3360345	0.0017261884239927051	0.03486673411010468	0.0007285531904575726	22.335843277438684
Jersey	74.0	2329598512.0	89081267.0	16759017.0	11173641.0	136771453023.0	14773261349.0	459.0	2955330407.0	JE	18.813177634754567										6000000000.0			Tax haven									0.12000000179999999	164145.5	False	False	False	False	False	False	False	False	False	False	True					29235758.66550284	-132568513.525	136683002.13067314	76290086.57030734	358332782.65567315	297939867.09530735	269251515.65567315	208858600.09530735	165918760.796176	105525845.23581019	76837493.79617599	16444578.23581019	47876406.66759773	47876406.66759773	27336600.42613463	15258017.31406147	104448765.7592352	92370182.64716205	15367498.759235203	3288915.64716205	203455452.9825161	113559359.09571324	114374185.98251611	24478092.095713243	32310182.363333505			0.005385030393888918	196.83867278319238	25063032.387382362			0.004177172064563727	152.68790425191287	9220499.393848607			0.001536749898974768	56.172721115404364	1973349.4178974635			0.0003288915696495773	12.021952584124838	1844099.878769722			0.00030734997979495367	11.234544223080876	394669.88357949414			6.577831392991569e-05	2.4043905168249764	13724902.523775468			0.002287483753962578	83.6142478701851	2937371.095546155			0.0004895618492576925	17.89492307462681
Latvia	51.0	476204081.0	60399871.0	2345282.0	2988888.0	286004827.0	-103151265.0	1314.0	20203164.0	LV	3.8829255115462082						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	27584000000.0	2017.0	Europe & Central Asia	High Income	1980.0	LVA	0.3020491991269929	0.015809677061369442	0.015809677061369442	0.21847183072540965	40.0	5.0	0.150000006	1967896.5	False	False	False	True	True	False	False	False	True	False	True	8331725108.718972	436094132.0608147	436094132.0608147	6026326978.7297	19822754.114885945	58884633.7	27940009.011285912	36724778.696343586	29455246.311285913	38240015.99634358	-30944624.688714087	-22159855.003656417	47762763.12617186	56547532.81122953	-12637107.873828143	-3852338.188770473	32461693.508091245	32461693.508091245	5588001.802257182	7344955.739268717	57872449.42523437	59629403.36224591	-2527421.57476563	-770467.6377540901	41589276.6555724	54665586.56799122	-18810594.3444276	-5734284.432008781	-4641693.888974861	-0.0005571107817896473	-0.010643788915571932	-0.0001682748654645759	-2.35870834110171	-3323978.3835075926	-0.00039895439901505155	-0.007622158013912587	-0.00012050385671068709	-1.6891022386124437	-1895566.2568968686	-0.00022751185764796766	-0.004346690582464719	-6.871977439446304e-05	-0.9632448946867219	-577850.7514296001	-6.935547487337186e-05	-0.0013250596808053747	-2.094876564057425e-05	-0.29363879219745553	-379113.25137937395	-4.5502371529593554e-05	-0.0008693381164929443	-1.3743954878892618e-05	-0.1926489789373445	-115570.15028591934	-1.387109497467429e-05	-0.0002650119361610734	-4.189753128114825e-06	-0.05872775843949077	-2821589.264527706	-0.00033865606794623756	-0.006470138112599567	-0.00010229079410265756	-1.4338097885370018	-860142.6992070236	-0.00010323704730811421	-0.0019723785209911377	-3.118266745965138e-05	-0.4370873667426227
Lithuania	69.0	932721323.0	121022414.0	14010512.0	21637483.0	207180776.0	573342183.0	7269.0	157580660.0	LT	11.576791056241865						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	42791000000.0	2017.0	Europe & Central Asia	High Income	1990.0	LTU	0.2960580692564765	0.01495650731198597	0.01495650731198597	0.17358486407053636	134.0	5.0	0.150000006	2883307.25	False	False	False	True	True	False	False	False	True	False	True	12668620841.553885	640003904.3871917	640003904.3871917	7427869918.442322	39718587.39751167	109203864.5	54724945.05908805	153241052.1278719	66543494.55908805	165059601.6278719	-54478919.44091195	44037187.6278719	94443532.45659971	192959639.52538356	-26578881.543400288	71937225.52538356	65043061.28199067	65043061.28199067	10944989.01181761	30648210.425574385	115706637.69131994	135409859.10507673	-5315776.3086800575	14387445.10507673	81459203.50648676	228102450.12314466	-39563210.49351324	107080036.12314466	-8171838.243010309	-0.0006450456087695164	-0.012768419359620786	-0.0001909709575146715	-2.8341891912526176	6605578.408403911	0.0005214125902905857	0.01032115329785183	0.00015436840476744902	2.290972773853328	-3986832.390983332	-0.00031470137443108783	-0.0062293876078783495	-9.316988130642733e-05	-1.3827289446809152	10790584.260430887	0.0008517568246290143	0.016860185049594266	0.0002521694809756932	3.7424330204250302	-797366.4781966665	-6.294027488621757e-05	-0.00124587752157567	-1.863397626128547e-05	-0.2765457889361831	2158116.85208618	0.00017035136492580305	0.003372037009918857	5.043389619513869e-05	0.7484866040850069	-5934481.811406249	-0.0004684394525362043	-0.009272571262027782	-0.0001386852798814295	-2.058220403464199	16062006.060951915	0.0012678575088669092	0.025096731364992846	0.00037535944616746313	5.570688334013628
Luxembourg	427.0	79433207170.0	-2139730125.0	511520115.0	538429013.0	1427198819253.0	195507642351.0	11361.0	36978222443.0	LU	-23.90582387112954						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	58655000000.0	2016.0	Europe & Central Asia	Tax haven	1980.0	LUX	0.38708555308414255	0.05246957449501799	0.05246957449501799	0.2763744371507622	4676.0	5.0	0.287919998	576846.5	False	False	False	True	True	False	False	False	True	False	True	22704503116.150383	3077602892.00528	3077602892.00528	16210742611.077957	-702242296.8434678	-4913096808.225	4660532348.787537	2527006653.526607	7433899032.012537	5300373336.751607	9573629157.012537	7440103461.751607	3958290051.944069	1824764356.6831393	6098020176.944069	3964494481.6831393	-1149990262.5252256	-1149990262.5252256	932106469.7575076	505401330.7053214	-920126089.6111858	-1346831228.663372	1219604035.3888142	792898896.336628	6937298020.830121	3761501250.1083403	9077028145.83012	5901231375.10834	2756439287.7397914	0.12140495978434582	0.8956448848226071	0.04699410600528159	4778.462359986221	2142154573.8273158	0.09434932633709733	0.6960464520591699	0.03652126116831158	3713.5608412763463	1755741957.149696	0.07733012029233906	0.570490092048784	0.02993337238342334	3043.6900581865298	1141457243.2372205	0.05027448684509058	0.3708916592853469	0.01946052754645334	1978.7885394766554	351148391.4299393	0.015466024058467816	0.11409801840975684	0.00598667447668467	608.7380116373062	228291448.64744413	0.010054897369018117	0.07417833185706939	0.003892105509290668	395.7577078953311	2613457925.593352	0.11510747062922166	0.8491862067007923	0.044556438932628964	4530.5950986845755	1699082525.7187307	0.07483460514536093	0.5520798443920281	0.028967394522525457	2945.4673396106773
Macedonia	15.0	162616067.0	7282987.0	675816.0	899523.0	44568808.0	-7358794.0	2983.0	97468808.0	MK	9.27937946339874						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	10759000000.0	2017.0	Europe & Central Asia	UMICs	1990.0	MKD	0.2554334340470873	0.018488515226265368	0.018488515226265368	0.169640236198891	506.0	5.0	0.100000001	2103721.0	False	False	False	False	False	False	False	False	False	False	True	2748208316.912612	198917935.3193891	198917935.3193891	1825159301.263868	2390218.0275006024	-27173.599999999627	9541065.603257341	56427679.99406396	16851226.20325734	63737840.59406396	9568239.203257341	56454853.59406396	11931283.630757943	58817898.02156456	4648296.630757943	51534911.02156456	3914215.177999518	3914215.177999518	1908213.1206514686	11285535.998812791	8212646.326151589	17589969.204312913	929659.3261515889	10306982.204312913	14202071.903504113	83993759.39203483	6919084.903504113	76710772.39203483	956823.9298939734	0.00034816280993170385	0.004810144084582749	8.893242214833846e-05	0.45482453704363524	5645485.41586125	0.002054242169750615	0.028380977345238752	0.0005247221317837392	2.683571355641385	464829.6677240909	0.00016913916782199727	0.0023367911343828564	4.3203798468639365e-05	0.22095594792469672	5153491.153691367	0.0018752185276409085	0.02590762439503886	0.00047899350810404006	2.4497027665224462	92965.93354481822	3.382783356439947e-05	0.0004673582268765715	8.640759693727876e-06	0.04419118958493937	1030698.2307382736	0.00037504370552818176	0.005181524879007773	9.579870162080804e-05	0.4899405533044893	691908.4972694962	0.0002517671215138447	0.0034783615472307483	6.430974042843166e-05	0.32889746181622764	7671077.315914256	0.002791301252057954	0.038564030456063825	0.0007129916642730974	3.6464328282667977
Malta	51.0	1151758624.0	133898237.0	16385078.0	13607577.0	21497206396.0	8920761891.0	422.0	26793593.0	MT	12.236963209605214						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	11278000000.0	2017.0	Europe & Central Asia	Tax haven	1980.0	MLT	0.3269984949092519	0.06474696768481629	0.06474696768481629	0.2647666223992917	1037.0	5.0	0.349999994	450064.75	False	False	False	True	False	False	False	False	False	False	True	3687889025.586543	730216301.5493581	730216301.5493581	2986037967.419212	43944329.42526854	131888717.525	67576376.63627301	41096038.172379784	69585896.111273	43105557.647379786	-64312340.888726994	-90792679.35262021	111520706.06154156	85040367.59764832	-22377530.938458443	-48857869.40235168	71963126.05978517	71963126.05978517	13515275.327254603	8219207.634475957	129422730.81230833	124126663.11952968	-4475506.187691674	-9771573.88047032	100588823.08061822	61172295.98274938	-33309413.919381782	-72725941.01725063	-22509318.9251804	-0.006103578163282826	-0.030825549741111756	-0.0019958608729544604	-50.01351233390396	-31777437.228660997	-0.008616701047181574	-0.04351784144127743	-0.0028176482735113493	-70.60636770300495	-7832135.694195269	-0.002123744949985202	-0.010725774921180481	-0.0006944614022162856	-17.402241997835354	-17100253.99767587	-0.004636867833883951	-0.023418066621346167	-0.0015162488027731752	-37.995097366936356	-1566427.1388390486	-0.000424748989997039	-0.002145154984236089	-0.00013889228044325667	-3.480448399567059	-3420050.799535169	-0.0009273735667767888	-0.004683613324269226	-0.0003032497605546346	-7.59901947338726	-11658294.67192714	-0.0031612379307083237	-0.015965536029791182	-0.0010337200453916597	-25.903594253776017	-25454078.91968207	-0.006902072904873733	-0.034858272631923065	-0.002256967451647639	-56.55648197216527
Monaco	18.0	269319603.0	7473364.0	3519620.0	3224933.0	157118939.0	-73733004.0	250.0	94159212.0	MC	47.09552485333245										7110596026.49007			Tax haven									0.333300024	38408.25	False	False	False	False	False	False	False	False	False	False	True					2452698.2347866353	411423.10000000056	15801612.029309643	12230100.952002732	22863552.929309644	19292041.852002732	15390188.929309644	11818677.852002732	18254310.26409628	14682799.186789367	10780946.264096279	7209435.186789367	4016532.612170692	4016532.612170692	3160322.4058619286	2446020.1904005464	9629553.252819257	8915251.037357874	2156189.252819257	1441887.0373578742	23521023.70566607	18204756.190771583	16047659.705666069	10731392.190771583	5129550.339503438			0.0007213952698752154	133.55334698934314	3939165.611720779			0.0005539852913940927	102.56040334357277	3593289.6485659997			0.000505342960727825	93.55515152515409	2402904.9207833405			0.00033793298224670226	62.56220787938374	718657.9297132003			0.00010106859214556505	18.711030305030828	480580.98415666836			6.758659644934049e-05	12.512441575876755	5348685.3650423335			0.0007522133651125938	139.2587625065535	3576773.274737581			0.0005030201774102398	93.12513001080708
Netherlands	738.0	258539839443.0	37642596844.0	3061263490.0	3255593228.0	1370829097148.0	387959577773.0	135788.0	61983861096.0	NL	8.13244501352182						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	777548000000.0	2017.0	Europe & Central Asia	Tax haven	1980.0	NLD	0.3875188590159664	0.03282011483648283	0.03282011483648283	0.2492469961250828	174271.0	5.0	0.25	16992024.75	False	False	False	True	True	False	False	False	True	False	True	301314513790.1466	25519214650.877552	25519214650.877552	193801503343.0659	12353998926.328728	32993807261.8	15169138048.218096	9936034227.919441	19817927630.418095	14584823810.119442	-17824669213.581905	-23057773033.880558	27523136974.54682	22290033154.24817	-10119459869.453178	-15352563689.751831	20230878334.13702	20230878334.13702	3033827609.6436195	1987206845.5838883	35618704870.10937	34572084106.04964	-2023891973.8906326	-3070512737.950363	22579573208.40809	14789990804.844044	-15063023635.591911	-22852606039.155956	-4456167303.395476	-0.014789089471139837	-0.1746200799812716	-0.005731051077741151	-262.2505186378967	-5764443258.4701395	-0.01913098438558735	-0.22588638942585612	-0.007413617240955079	-339.24404791548693	-2529864967.3632946	-0.0083960939535931	-0.09913569057566189	-0.003253644749087252	-148.8854332891255	-3838140922.437958	-0.012737988868040616	-0.1504020000202464	-0.00493621091230118	-225.87896256671576	-505972993.47265816	-0.0016792187907186174	-0.01982713811513235	-0.0006507289498174495	-29.77708665782506	-767628184.4875908	-0.0025475977736081202	-0.03008040000404925	-0.000987242182460235	-45.175792513343104	-3765755908.897978	-0.012497758111714044	-0.1475655093785765	-0.004843116963708965	-221.6190221178896	-5713151509.788989	-0.018960757774077783	-0.22387646281240578	-0.007347651218688736	-336.22547011585476
Norway	275.0	24454913568.0	1082383838.0	1212821379.0	1066265643.0	20671532864.0	7963632317.0	32668.0	18578927866.0	NO	112.05095054274082						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	371075000000.0	2017.0	Europe & Central Asia	High Income	1980.0	NOR	0.3870980668739781	0.034257044849806045	0.021646843843169943	0.2809970185618568	318279.0	5.0	0.2620000036	5211053.25	False	False	False	False	True	False	False	False	True	False	True	143642415165.2614	12711932917.641779	8032602579.104286	104270968662.84102	355229710.31843	-311035751.95000005	1434827068.3134656	1283131162.2098591	2828246658.263466	2676550752.159859	1745862820.263466	1594166914.1598592	1790056778.6318955	1638360872.528289	707672940.6318955	555977034.5282891	581723302.145256	581723302.145256	286965413.66269314	256626232.44197184	1223918426.126379	1193579244.9056578	141534588.126379	111195406.90565777	2135769529.3830612	1909967060.8186367	1053385691.3830612	827583222.8186367	457416065.1941342	0.0031844080640657177	0.03598320319637043	0.0012326782057377461	87.77804471565018	417671737.24888396	0.00290771870389641	0.032856666248547765	0.0011255722892916094	80.15111671501035	185410312.9931792	0.001290776911400881	0.014585532679759854	0.0004996572471688451	35.58019926071168	145665985.04792905	0.001014087551231574	0.011458995731937193	0.0003925513307227085	27.95327126007186	37082062.598635815	0.00025815538228017603	0.002917106535951969	9.993144943376896e-05	7.116039852142332	29133197.009585798	0.0002028175102463147	0.0022917991463874375	7.851026614454166e-05	5.590654252014369	275987054.93455046	0.0019213479153565177	0.02171086464368705	0.0007437500638268556	52.96185659483531	216826807.3577824	0.0015094901259375367	0.017056950250018032	0.0005843207097157782	41.60901778499047
Poland	405.0	35020725659.0	1974050436.0	391441566.0	311276577.0	11145947911.0	4384362832.0	187607.0	11219918214.0	PL	19.829359922189948						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	471216000000.0	2017.0	Europe & Central Asia	High Income	1980.0	POL	0.33786185153339066	0.019367133798957124	0.019367133798957124	0.20969714340307632	250.0	5.0	0.189999998	37986018.75	False	False	False	True	True	False	False	False	True	False	True	159205910232.1582	9126103320.209381	9126103320.209381	98812649125.82402	647867549.3067095	1132556569.95	2054748015.681604	4276198149.08492	2896241881.7316036	5117692015.13492	922191445.7316036	3143641579.13492	2702615564.9883137	4924065698.391629	728565128.9883137	2950015262.391629	1060946309.3546325	1060946309.3546325	410949603.13632077	855239629.816984	2119763461.797663	2564053488.4783263	145713025.79766297	590003052.4783263	3058534578.3944554	6365208679.227777	1084484142.3944554	4391158243.227777	175216372.8446218	0.0011005644990761758	0.019199472841449464	0.00037183875938979534	4.612654303094657	597291893.7483517	0.003751694223395131	0.06544873236594564	0.001267554356703405	15.72399302173123	138427373.05064934	0.0008694863956293516	0.015168289048854795	0.00029376628351042693	3.644166396107235	560502893.9543791	0.003520616119948306	0.06141754857335095	0.0011894818808240364	14.755505114743805	27685474.610129915	0.00017389727912587062	0.003033657809770964	5.875325670208549e-05	0.7288332792214481	112100578.7908759	0.0007041232239896616	0.0122835097146702	0.00023789637616480742	2.9511010229487633	206051984.88597825	0.0012942483390566838	0.022578309455436978	0.0004372771401777067	5.424416447590424	834320057.430961	0.005240509326659631	0.09142128114892076	0.0017705681840832252	21.96387210046752
Portugal	248.0	9089081236.0	281514486.0	97810588.0	93844220.0	1851591788.0	1004484460.0	35089.0	1930085697.0	PT	34.74442448407433						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	205269000000.0	2017.0	Europe & Central Asia	High Income	1980.0	PRT	0.3443337957895927	0.0322290854156711	0.0322290854156711	0.2520880722253909	8138.0	5.0	0.2219999966	10344577.0	False	False	False	True	True	False	False	False	True	False	True	70681053927.93391	6615632134.189391	6615632134.189391	51745866497.633766	92390800.56572475	136758058.725	533277688.64322203	874281364.5480145	678034115.9182221	1019037791.8230145	396519629.91822207	737523305.8230145	625668489.2089468	966672165.1137393	344154003.2089468	685157679.1137393	151298948.3474202	151298948.3474202	106655537.7286444	174856272.9096029	350345286.6417893	418546021.8227478	68830800.64178932	137031535.82274783	793794780.7485839	1301385748.669995	512280294.7485839	1019871262.6699951	88027356.49367855	0.0012454165805652934	0.013305963014290921	0.00042883901852534264	8.509517256595272	163730171.38513	0.0023164647707724978	0.024748983629089245	0.0007976371073329631	15.827633298599835	76402187.54226258	0.0010809429584929776	0.011548735781032675	0.0003722051919299192	7.385723702599206	152105002.433714	0.0021519911487001817	0.022991756395831	0.0007410032807375395	14.703839744603767	15280437.508452507	0.0002161885916985954	0.0023097471562065334	7.444103838598379e-05	1.4771447405198401	30421000.486742795	0.00043039822974003626	0.0045983512791661985	0.00014820065614750788	2.9407679489207528	113726223.69243263	0.0016090057713116074	0.017190530154283953	0.0005540350646830872	10.993801263447759	226411416.8451766	0.003203282977019905	0.034223701114680954	0.0011029985864654506	21.886967137001022
